date,PM2.5,TEMP,PRES,WSPM,RAIN,weekday,day_type
2014-01-28,21.0,1.9,1025.3,2.9,0.0,1,Weekday
2014-01-28,20.0,3.4,1024.6,2.3,0.0,1,Weekday
2014-01-28,17.0,4.4,1023.5,2.6,0.0,1,Weekday
2014-01-28,48.0,4.8,1022.3,3.6,0.0,1,Weekday
2014-01-28,65.0,4.8,1021.3,4.4,0.0,1,Weekday
2014-01-28,61.0,5.1,1020.5,3.2,0.0,1,Weekday
2014-01-28,58.0,4.9,1019.8,2.5,0.0,1,Weekday
2014-01-28,67.0,4.3,1018.9,3.7,0.0,1,Weekday
2014-01-28,79.0,3.6,1018.7,2.2,0.0,1,Weekday
2014-01-28,81.0,3.1,1018.7,2.7,0.0,1,Weekday
2014-01-28,66.0,2.9,1018.6,3.6,0.0,1,Weekday
2014-01-28,59.0,2.2,1018.1,2.2,0.0,1,Weekday
2014-01-28,65.0,1.0,1017.4,2.3,0.0,1,Weekday
2014-01-28,66.0,-0.3,1016.7,1.1,0.0,1,Weekday
2014-01-28,68.0,-2.5,1016.4,0.0,0.0,1,Weekday
2014-01-29,69.0,-2.5,1015.4,1.8,0.0,2,Weekday
2014-01-29,59.0,-2.8,1014.6,1.8,0.0,2,Weekday
2014-01-29,60.0,-3.3,1013.9,1.2,0.0,2,Weekday
2014-01-29,57.0,-3.7,1012.8,1.9,0.0,2,Weekday
2014-01-29,64.0,-3.9,1011.5,1.6,0.0,2,Weekday
2014-01-29,67.0,-4.0,1010.4,1.2,0.0,2,Weekday
2014-01-29,63.0,-4.2,1010.1,2.7,0.0,2,Weekday
2014-01-29,70.0,-4.6,1009.8,1.7,0.0,2,Weekday
2014-01-29,72.0,-3.4,1009.9,2.3,0.0,2,Weekday
2014-01-29,83.0,-1.9,1009.1,2.1,0.0,2,Weekday
2014-01-29,100.0,-0.5,1008.6,2.6,0.0,2,Weekday
2014-01-29,92.0,1.0,1007.4,2.6,0.0,2,Weekday
2014-01-29,109.0,1.5,1006.2,1.8,0.0,2,Weekday
2014-01-29,125.0,2.7,1005.2,1.8,0.0,2,Weekday
2014-01-29,145.0,2.8,1005.1,1.0,0.0,2,Weekday
2014-01-29,155.0,3.2,1004.8,0.9,0.0,2,Weekday
2014-01-29,158.0,1.8,1005.2,0.6,0.0,2,Weekday
2014-01-29,171.0,-1.4,1005.6,0.0,0.0,2,Weekday
2014-01-29,167.0,-1.6,1006.1,1.1,0.0,2,Weekday
2014-01-29,177.0,-1.4,1006.9,1.2,0.0,2,Weekday
2014-01-29,190.0,-0.9,1007.2,1.2,0.0,2,Weekday
2014-01-29,189.0,-0.9,1007.7,2.1,0.0,2,Weekday
2014-01-29,217.0,-1.6,1008.2,1.3,0.0,2,Weekday
2014-01-29,209.0,-1.8,1008.6,1.6,0.0,2,Weekday
2014-01-30,207.0,-1.3,1008.8,2.9,0.0,3,Weekday
2014-01-30,187.0,-0.9,1009.5,2.4,0.0,3,Weekday
2014-01-30,171.0,-2.4,1010.0,0.8,0.0,3,Weekday
2014-01-30,90.0,-2.4,1010.3,1.6,0.0,3,Weekday
2014-01-30,38.0,-2.6,1010.9,0.8,0.0,3,Weekday
2014-01-30,31.0,-4.7,1011.5,1.1,0.0,3,Weekday
2014-01-30,18.0,2.3,1012.3,2.3,0.0,3,Weekday
2014-01-30,13.0,-0.9,1013.2,0.8,0.0,3,Weekday
2014-01-30,11.0,2.3,1014.1,1.6,0.0,3,Weekday
2014-01-30,12.0,5.1,1014.5,1.9,0.0,3,Weekday
2014-01-30,12.0,7.0,1014.5,0.9,0.0,3,Weekday
2014-01-30,16.0,8.2,1013.3,2.7,0.0,3,Weekday
2014-01-30,13.0,8.9,1012.2,3.5,0.0,3,Weekday
2014-01-30,12.0,9.6,1011.3,0.9,0.0,3,Weekday
2014-01-30,17.0,9.5,1011.2,1.7,0.0,3,Weekday
2014-01-30,18.0,8.2,1011.4,3.9,0.0,3,Weekday
2014-01-30,15.0,7.0,1011.5,3.8,0.0,3,Weekday
2014-01-30,23.0,5.7,1011.6,2.7,0.0,3,Weekday
2014-01-30,32.0,5.0,1011.9,1.8,0.0,3,Weekday
2014-01-30,42.0,4.1,1012.6,2.7,0.0,3,Weekday
2014-01-30,101.0,2.7,1013.4,2.1,0.0,3,Weekday
2014-01-30,112.0,1.5,1013.9,2.0,0.0,3,Weekday
2014-01-30,119.0,0.6,1014.2,1.0,0.0,3,Weekday
2014-01-30,158.0,-0.3,1014.1,2.2,0.0,3,Weekday
2014-01-31,152.0,-1.3,1014.7,1.6,0.0,4,Weekday
2014-01-31,333.0,-0.9,1014.9,1.2,0.0,4,Weekday
2014-01-31,289.0,-0.9,1014.8,1.3,0.0,4,Weekday
2014-01-31,226.0,-1.1,1014.3,2.0,0.0,4,Weekday
2014-01-31,151.0,-1.1,1014.1,1.3,0.0,4,Weekday
2014-01-31,122.0,-1.1,1014.0,1.2,0.0,4,Weekday
2014-01-31,117.0,-1.2,1014.2,1.7,0.0,4,Weekday
2014-01-31,93.0,-1.2,1014.6,1.1,0.0,4,Weekday
2014-01-31,101.0,-0.5,1014.3,1.4,0.0,4,Weekday
2014-01-31,98.0,0.5,1014.2,1.8,0.0,4,Weekday
2014-01-31,73.0,1.2,1014.4,2.3,0.0,4,Weekday
2014-01-31,61.0,2.0,1013.7,1.7,0.0,4,Weekday
2014-01-31,59.0,2.6,1013.0,2.1,0.0,4,Weekday
2014-01-31,55.0,3.2,1011.9,1.1,0.0,4,Weekday
2014-01-31,83.0,3.6,1011.7,1.6,0.0,4,Weekday
2014-01-31,96.0,3.1,1011.7,2.0,0.0,4,Weekday
2014-01-31,119.0,2.8,1011.9,1.8,0.0,4,Weekday
2014-01-31,129.0,2.6,1012.3,1.0,0.0,4,Weekday
2014-01-31,130.0,2.9,1012.9,1.6,0.0,4,Weekday
2014-01-31,134.0,2.9,1013.5,0.9,0.0,4,Weekday
2014-01-31,131.0,2.7,1013.6,0.9,0.0,4,Weekday
2014-01-31,137.0,2.5,1013.4,1.4,0.0,4,Weekday
2014-01-31,140.0,2.1,1013.6,1.3,0.0,4,Weekday
2014-01-31,142.0,2.3,1013.5,1.0,0.0,4,Weekday
2014-02-01,143.0,1.8,1012.8,0.9,0.0,5,Weekend
2014-02-01,144.0,1.6,1012.9,0.2,0.0,5,Weekend
2014-02-01,138.0,1.6,1012.7,1.1,0.0,5,Weekend
2014-02-01,138.0,1.8,1012.1,1.1,0.0,5,Weekend
2014-02-01,145.0,1.8,1011.8,1.2,0.0,5,Weekend
2014-02-01,153.0,1.6,1011.6,1.3,0.0,5,Weekend
2014-02-01,148.0,1.7,1011.5,1.1,0.0,5,Weekend
2014-02-01,153.0,2.1,1011.8,0.7,0.0,5,Weekend
2014-02-01,150.0,2.5,1012.1,1.0,0.0,5,Weekend
2014-02-01,156.0,2.7,1012.3,0.2,0.0,5,Weekend
2014-02-01,158.0,3.8,1012.1,0.0,0.0,5,Weekend
2014-02-01,170.0,4.5,1011.3,1.0,0.0,5,Weekend
2014-02-01,134.0,4.8,1010.0,0.8,0.0,5,Weekend
2014-02-01,102.0,4.9,1009.0,1.4,0.0,5,Weekend
2014-02-01,99.0,4.7,1008.8,1.7,0.0,5,Weekend
2014-02-01,103.0,4.6,1008.7,1.7,0.0,5,Weekend
2014-02-01,102.0,4.0,1007.9,1.3,0.0,5,Weekend
2014-02-01,98.0,3.6,1007.6,2.1,0.0,5,Weekend
2014-02-01,101.0,3.4,1007.5,1.3,0.0,5,Weekend
2014-02-01,107.0,3.2,1007.6,1.9,0.0,5,Weekend
2014-02-01,113.0,2.8,1007.3,2.2,0.0,5,Weekend
2014-02-01,112.0,2.5,1006.8,2.3,0.0,5,Weekend
2014-02-01,121.0,2.4,1006.7,2.1,0.0,5,Weekend
2014-02-01,128.0,2.3,1006.3,1.6,0.0,5,Weekend
2014-02-02,127.0,2.2,1005.7,1.5,0.0,6,Weekend
2014-02-02,123.0,2.2,1005.9,1.7,0.0,6,Weekend
2014-02-02,130.0,2.1,1005.7,1.8,0.0,6,Weekend
2014-02-02,137.0,2.0,1005.4,1.3,0.0,6,Weekend
2014-02-02,146.0,1.9,1005.2,0.8,0.0,6,Weekend
2014-02-02,151.0,1.5,1006.3,1.6,0.0,6,Weekend
2014-02-02,151.0,1.2,1006.2,2.5,0.0,6,Weekend
2014-02-02,143.0,1.1,1007.4,1.8,0.0,6,Weekend
2014-02-02,136.0,3.8,1007.7,3.5,0.0,6,Weekend
2014-02-02,121.0,7.6,1008.7,4.5,0.0,6,Weekend
2014-02-02,35.0,8.8,1009.3,4.1,0.0,6,Weekend
2014-02-02,16.0,8.9,1008.9,4.1,0.0,6,Weekend
2014-02-02,13.0,9.7,1008.6,3.2,0.0,6,Weekend
2014-02-02,11.0,9.1,1007.9,4.5,0.0,6,Weekend
2014-02-02,16.0,9.2,1008.6,4.2,0.0,6,Weekend
2014-02-02,21.0,8.4,1009.8,5.3,0.0,6,Weekend
2014-02-02,13.0,6.0,1010.7,4.0,0.0,6,Weekend
2014-02-02,13.0,4.7,1012.3,3.0,0.0,6,Weekend
2014-02-02,3.0,4.0,1013.4,3.9,0.0,6,Weekend
2014-02-02,12.0,3.2,1014.1,3.8,0.0,6,Weekend
2014-02-02,8.0,2.5,1014.6,2.6,0.0,6,Weekend
2014-02-02,8.0,2.2,1015.3,2.7,0.0,6,Weekend
2014-02-02,3.0,2.0,1016.0,2.9,0.0,6,Weekend
2014-02-02,3.0,1.9,1016.6,3.1,0.0,6,Weekend
2014-02-03,3.0,1.7,1017.5,5.7,0.0,0,Weekday
2014-02-03,3.0,1.0,1018.3,5.3,0.0,0,Weekday
2014-02-03,10.0,-0.2,1019.6,4.9,0.0,0,Weekday
2014-02-03,6.0,-1.2,1020.3,4.2,0.0,0,Weekday
2014-02-03,6.0,-2.4,1021.0,2.4,0.0,0,Weekday
2014-02-03,3.0,-3.4,1021.5,1.1,0.0,0,Weekday
2014-02-03,3.0,-3.5,1022.0,3.1,0.0,0,Weekday
2014-02-03,3.0,-3.2,1022.7,4.9,0.0,0,Weekday
2014-02-03,4.0,-2.4,1023.2,3.4,0.0,0,Weekday
2014-02-03,5.0,-1.2,1023.2,5.5,0.0,0,Weekday
2014-02-03,3.0,-0.5,1022.4,3.6,0.0,0,Weekday
2014-02-03,3.0,0.6,1022.4,4.6,0.0,0,Weekday
2014-02-03,7.0,1.1,1021.0,5.6,0.0,0,Weekday
2014-02-03,4.0,1.7,1020.1,4.2,0.0,0,Weekday
2014-02-03,8.0,1.5,1020.3,4.1,0.0,0,Weekday
2014-02-03,9.0,1.0,1020.4,5.2,0.0,0,Weekday
2014-02-03,10.0,0.5,1020.6,2.6,0.0,0,Weekday
2014-02-03,4.0,-0.4,1021.5,4.5,0.0,0,Weekday
2014-02-03,5.0,-0.8,1022.0,3.8,0.0,0,Weekday
2014-02-03,3.0,-1.3,1022.2,0.9,0.0,0,Weekday
2014-02-03,4.0,-2.3,1022.6,1.4,0.0,0,Weekday
2014-02-03,10.0,-2.6,1022.6,2.6,0.0,0,Weekday
2014-02-03,8.0,-1.9,1022.8,2.9,0.0,0,Weekday
2014-02-03,9.0,-2.1,1023.1,3.8,0.0,0,Weekday
2014-02-04,3.0,-2.5,1023.8,2.5,0.0,1,Weekday
2014-02-04,3.0,-3.5,1024.2,1.6,0.0,1,Weekday
2014-02-04,5.0,-3.6,1024.1,2.7,0.0,1,Weekday
2014-02-04,3.0,-4.4,1024.2,2.1,0.0,1,Weekday
2014-02-04,4.0,-5.1,1024.0,1.0,0.0,1,Weekday
2014-02-04,3.0,-5.7,1023.8,1.4,0.0,1,Weekday
2014-02-04,6.0,-6.2,1024.7,2.3,0.0,1,Weekday
2014-02-04,5.0,-6.6,1025.8,1.2,0.0,1,Weekday
2014-02-04,11.0,-4.2,1025.9,2.5,0.0,1,Weekday
2014-02-04,11.0,-2.2,1025.9,2.8,0.0,1,Weekday
2014-02-04,10.0,-0.7,1025.3,2.4,0.0,1,Weekday
2014-02-04,5.0,0.3,1024.3,1.4,0.0,1,Weekday
2014-02-04,7.0,0.4,1023.2,1.9,0.0,1,Weekday
2014-02-04,5.0,0.3,1022.1,2.3,0.0,1,Weekday
2014-02-04,8.0,0.7,1021.8,1.5,0.0,1,Weekday
2014-02-04,3.0,0.6,1021.6,1.5,0.0,1,Weekday
2014-02-04,12.0,-0.5,1020.9,2.4,0.0,1,Weekday
2014-02-04,14.0,-1.5,1021.2,1.7,0.0,1,Weekday
2014-02-04,29.0,-1.7,1022.1,1.4,0.0,1,Weekday
2014-02-04,46.0,-1.7,1022.3,1.8,0.0,1,Weekday
2014-02-04,59.0,-2.0,1022.7,1.0,0.0,1,Weekday
2014-02-04,87.0,-2.6,1023.2,1.7,0.0,1,Weekday
2014-02-04,158.0,-3.6,1023.3,0.6,0.0,1,Weekday
2014-02-04,98.0,-4.4,1023.4,0.2,0.0,1,Weekday
2014-02-05,66.0,-4.0,1023.0,1.1,0.0,2,Weekday
2014-02-05,63.0,-3.9,1023.0,0.8,0.0,2,Weekday
2014-02-05,58.0,-4.1,1022.7,1.0,0.0,2,Weekday
2014-02-05,85.0,-5.1,1022.9,0.8,0.0,2,Weekday
2014-02-05,137.0,-5.6,1022.9,1.4,0.0,2,Weekday
2014-02-05,142.0,-6.2,1022.9,1.9,0.0,2,Weekday
2014-02-05,114.0,-6.3,1023.5,1.2,0.0,2,Weekday
2014-02-05,92.0,-6.0,1023.5,2.1,0.0,2,Weekday
2014-02-05,65.0,-5.1,1024.2,1.1,0.0,2,Weekday
2014-02-05,59.0,-3.5,1024.4,1.3,0.0,2,Weekday
2014-02-05,64.0,-2.2,1024.0,1.6,0.0,2,Weekday
2014-02-05,76.0,-0.7,1022.8,1.2,0.0,2,Weekday
2014-02-05,86.0,0.2,1021.4,2.1,0.0,2,Weekday
2014-02-05,77.0,0.8,1020.5,2.7,0.0,2,Weekday
2014-02-05,84.0,0.6,1021.0,2.4,0.0,2,Weekday
2014-02-05,94.0,0.7,1021.0,2.1,0.0,2,Weekday
2014-02-05,94.0,0.2,1021.1,1.0,0.0,2,Weekday
2014-02-05,87.0,0.0,1021.2,1.9,0.0,2,Weekday
2014-02-05,83.0,-0.8,1021.7,1.1,0.0,2,Weekday
2014-02-05,86.0,-0.8,1021.9,2.0,0.0,2,Weekday
2014-02-05,79.0,-2.6,1022.2,1.1,0.0,2,Weekday
2014-02-05,78.0,-3.7,1022.6,0.1,0.0,2,Weekday
2014-02-05,140.0,-4.4,1022.7,0.2,0.0,2,Weekday
2014-02-05,108.0,-2.8,1022.7,1.3,0.0,2,Weekday
2014-02-06,120.0,-3.1,1022.5,1.4,0.0,3,Weekday
2014-02-06,167.0,-3.6,1022.5,1.2,0.0,3,Weekday
2014-02-06,161.0,-3.9,1023.0,1.6,0.0,3,Weekday
2014-02-06,154.0,-4.2,1023.0,1.1,0.0,3,Weekday
2014-02-06,148.0,-4.5,1022.9,1.8,0.0,3,Weekday
2014-02-06,141.0,-4.1,1023.8,1.6,0.0,3,Weekday
2014-02-06,126.0,-3.8,1023.9,1.4,0.0,3,Weekday
2014-02-06,119.0,-3.8,1024.9,0.9,0.0,3,Weekday
2014-02-06,116.0,-3.2,1025.4,1.5,0.0,3,Weekday
2014-02-06,119.0,-2.2,1025.7,1.5,0.0,3,Weekday
2014-02-06,126.0,-1.3,1025.1,1.5,0.0,3,Weekday
2014-02-06,112.0,-0.2,1024.2,1.7,0.0,3,Weekday
2014-02-06,124.0,0.6,1023.1,1.8,0.0,3,Weekday
2014-02-06,128.0,1.8,1022.8,1.0,0.0,3,Weekday
2014-02-06,110.0,1.5,1023.3,0.6,0.0,3,Weekday
2014-02-06,113.0,1.2,1023.6,2.6,0.0,3,Weekday
2014-02-06,99.0,0.8,1023.2,1.3,0.0,3,Weekday
2014-02-06,90.0,0.0,1023.2,0.5,0.0,3,Weekday
2014-02-06,87.0,-0.4,1023.3,0.7,0.0,3,Weekday
2014-02-06,92.0,0.0,1023.6,1.1,0.0,3,Weekday
2014-02-06,100.0,0.2,1024.2,1.3,0.0,3,Weekday
2014-02-06,112.0,0.1,1024.7,2.4,0.0,3,Weekday
2014-02-06,128.0,-0.5,1024.7,1.7,0.0,3,Weekday
2014-02-06,84.0,-0.8,1024.6,2.4,0.0,3,Weekday
2014-02-07,77.0,-1.0,1024.2,1.3,0.0,4,Weekday
2014-02-07,74.0,-1.3,1024.1,1.3,0.0,4,Weekday
2014-02-07,64.0,-1.4,1023.3,1.4,0.0,4,Weekday
2014-02-07,68.0,-1.3,1022.7,1.0,0.0,4,Weekday
2014-02-07,82.0,-1.5,1022.4,1.4,0.0,4,Weekday
2014-02-07,91.0,-2.5,1022.2,1.2,0.1,4,Weekday
2014-02-07,96.0,-3.0,1022.7,1.5,0.3,4,Weekday
2014-02-07,90.0,-3.5,1022.7,2.0,0.4,4,Weekday
2014-02-07,86.0,-3.5,1022.6,1.1,0.2,4,Weekday
2014-02-07,88.0,-3.3,1022.7,1.0,0.9,4,Weekday
2014-02-07,89.0,-2.7,1022.2,1.1,0.6,4,Weekday
2014-02-07,92.0,-2.4,1021.2,1.4,0.4,4,Weekday
2014-02-07,96.0,-2.5,1020.1,2.0,0.1,4,Weekday
2014-02-07,81.0,-2.4,1019.2,0.9,0.2,4,Weekday
2014-02-07,75.0,-2.2,1018.6,0.8,0.1,4,Weekday
2014-02-07,77.0,-2.5,1018.3,0.9,0.1,4,Weekday
2014-02-07,79.0,-2.8,1018.4,1.1,0.1,4,Weekday
2014-02-07,84.0,-2.8,1018.6,0.9,0.3,4,Weekday
2014-02-07,84.0,-2.8,1018.5,1.2,0.2,4,Weekday
2014-02-07,89.0,-3.0,1018.5,1.4,0.0,4,Weekday
2014-02-07,91.0,-3.1,1018.6,0.6,0.0,4,Weekday
2014-02-07,92.0,-3.2,1018.5,0.7,0.0,4,Weekday
2014-02-07,81.0,-3.1,1018.6,0.5,0.1,4,Weekday
2014-02-07,79.0,-3.1,1018.7,0.9,0.0,4,Weekday
2014-02-08,74.0,-2.9,1018.6,1.3,0.2,5,Weekend
2014-02-08,73.0,-3.3,1018.9,1.3,0.0,5,Weekend
2014-02-08,69.0,-3.4,1019.0,1.5,0.3,5,Weekend
2014-02-08,92.0,-3.5,1018.6,1.0,0.0,5,Weekend
2014-02-08,112.0,-4.1,1018.5,1.0,0.0,5,Weekend
2014-02-08,116.0,-4.0,1018.5,0.9,0.0,5,Weekend
2014-02-08,121.0,-4.4,1019.4,1.1,0.0,5,Weekend
2014-02-08,127.0,-4.7,1020.3,0.2,0.0,5,Weekend
2014-02-08,128.0,-2.9,1020.9,2.2,0.0,5,Weekend
2014-02-08,135.0,-0.3,1021.6,2.2,0.0,5,Weekend
2014-02-08,98.0,0.9,1021.6,3.6,0.0,5,Weekend
2014-02-08,29.0,0.7,1021.0,5.2,0.0,5,Weekend
2014-02-08,16.0,1.2,1021.1,3.0,0.0,5,Weekend
2014-02-08,14.0,1.3,1021.0,3.5,0.0,5,Weekend
2014-02-08,14.0,1.7,1021.2,4.0,0.0,5,Weekend
2014-02-08,13.0,1.2,1021.9,2.9,0.0,5,Weekend
2014-02-08,13.0,-0.2,1022.6,4.4,0.0,5,Weekend
2014-02-08,3.0,-1.5,1023.6,4.3,0.0,5,Weekend
2014-02-08,3.0,-2.7,1025.5,4.2,0.0,5,Weekend
2014-02-08,6.0,-3.8,1027.0,3.2,0.0,5,Weekend
2014-02-08,5.0,-5.3,1028.0,2.3,0.0,5,Weekend
2014-02-08,6.0,-6.1,1029.2,2.6,0.0,5,Weekend
2014-02-08,4.0,-6.6,1030.0,3.4,0.0,5,Weekend
2014-02-08,3.0,-7.0,1030.7,3.9,0.0,5,Weekend
2014-02-09,3.0,-7.6,1031.0,2.9,0.0,6,Weekend
2014-02-09,8.0,-8.0,1031.1,4.0,0.0,6,Weekend
2014-02-09,10.0,-8.5,1031.1,1.4,0.0,6,Weekend
2014-02-09,8.0,-8.5,1031.4,2.3,0.0,6,Weekend
2014-02-09,5.0,-9.0,1031.5,1.6,0.0,6,Weekend
2014-02-09,8.0,-8.9,1031.7,2.7,0.0,6,Weekend
2014-02-09,9.0,-9.3,1031.8,2.1,0.0,6,Weekend
2014-02-09,7.0,-8.9,1032.0,2.2,0.0,6,Weekend
2014-02-09,7.0,-7.4,1032.2,3.5,0.0,6,Weekend
2014-02-09,10.0,-5.8,1032.5,3.4,0.0,6,Weekend
2014-02-09,10.0,-4.1,1032.1,3.2,0.0,6,Weekend
2014-02-09,14.0,-3.3,1031.1,3.9,0.0,6,Weekend
2014-02-09,5.0,-2.5,1029.7,3.4,0.0,6,Weekend
2014-02-09,9.0,-1.6,1028.8,3.1,0.0,6,Weekend
2014-02-09,10.0,-1.0,1028.3,2.1,0.0,6,Weekend
2014-02-09,3.0,-1.0,1028.2,2.7,0.0,6,Weekend
2014-02-09,9.0,-1.3,1028.2,3.2,0.0,6,Weekend
2014-02-09,5.0,-3.4,1028.7,1.1,0.0,6,Weekend
2014-02-09,9.0,-3.7,1029.5,1.9,0.0,6,Weekend
2014-02-09,15.0,-4.4,1029.8,1.2,0.0,6,Weekend
2014-02-09,12.0,-4.4,1030.4,1.8,0.0,6,Weekend
2014-02-09,8.0,-4.8,1030.8,2.0,0.0,6,Weekend
2014-02-09,14.0,-5.3,1031.3,1.7,0.0,6,Weekend
2014-02-09,17.0,-5.9,1031.5,2.4,0.0,6,Weekend
2014-02-10,13.0,-6.6,1031.6,2.0,0.0,0,Weekday
2014-02-10,5.0,-7.1,1031.8,1.8,0.0,0,Weekday
2014-02-10,8.0,-7.5,1031.2,1.9,0.0,0,Weekday
2014-02-10,8.0,-8.7,1031.1,0.7,0.0,0,Weekday
2014-02-10,11.0,-10.3,1030.9,1.9,0.0,0,Weekday
2014-02-10,12.0,-11.4,1031.2,0.9,0.0,0,Weekday
2014-02-10,8.0,-12.2,1031.3,0.6,0.0,0,Weekday
2014-02-10,8.0,-12.2,1031.7,1.3,0.0,0,Weekday
2014-02-10,12.0,-6.6,1032.1,1.6,0.0,0,Weekday
2014-02-10,8.0,-4.7,1032.0,1.6,0.0,0,Weekday
2014-02-10,11.0,-3.5,1031.3,1.0,0.0,0,Weekday
2014-02-10,16.0,-2.5,1029.5,0.8,0.0,0,Weekday
2014-02-10,15.0,-2.1,1028.3,2.4,0.0,0,Weekday
2014-02-10,15.0,-1.7,1027.3,1.5,0.0,0,Weekday
2014-02-10,20.0,-1.2,1026.2,3.9,0.0,0,Weekday
2014-02-10,24.0,-1.8,1025.8,4.1,0.0,0,Weekday
2014-02-10,28.0,-2.8,1025.7,2.5,0.0,0,Weekday
2014-02-10,25.0,-3.7,1025.9,2.2,0.0,0,Weekday
2014-02-10,23.0,-4.2,1025.8,2.5,0.0,0,Weekday
2014-02-10,31.0,-5.1,1026.1,1.6,0.0,0,Weekday
2014-02-10,37.0,-7.5,1025.9,1.0,0.0,0,Weekday
2014-02-10,42.0,-8.4,1025.9,0.9,0.0,0,Weekday
2014-02-10,53.0,-9.2,1025.6,0.7,0.0,0,Weekday
2014-02-10,56.0,-10.0,1025.3,0.0,0.0,0,Weekday
2014-02-11,59.0,-10.7,1024.8,0.7,0.0,1,Weekday
2014-02-11,72.0,-9.5,1024.3,0.9,0.0,1,Weekday
2014-02-11,86.0,-8.3,1023.9,1.6,0.0,1,Weekday
2014-02-11,109.0,-8.7,1023.3,1.3,0.0,1,Weekday
2014-02-11,100.0,-9.1,1022.9,1.4,0.0,1,Weekday
2014-02-11,100.0,-10.1,1022.7,0.8,0.0,1,Weekday
2014-02-11,72.0,-9.2,1023.2,1.4,0.0,1,Weekday
2014-02-11,58.0,-8.5,1023.9,1.3,0.0,1,Weekday
2014-02-11,55.0,-7.1,1024.0,1.3,0.0,1,Weekday
2014-02-11,49.0,-5.4,1023.5,1.2,0.0,1,Weekday
2014-02-11,53.0,-2.9,1022.9,1.0,0.0,1,Weekday
2014-02-11,77.0,-2.0,1022.0,1.1,0.0,1,Weekday
2014-02-11,80.5,-0.4,1020.5,2.2,0.0,1,Weekday
2014-02-11,84.0,0.7,1019.8,2.7,0.0,1,Weekday
2014-02-11,87.0,0.7,1019.4,3.0,0.0,1,Weekday
2014-02-11,125.0,0.3,1019.5,3.3,0.0,1,Weekday
2014-02-11,124.0,-0.3,1019.5,1.9,0.0,1,Weekday
2014-02-11,111.0,-1.4,1020.1,3.3,0.0,1,Weekday
2014-02-11,123.0,-1.8,1020.8,1.8,0.0,1,Weekday
2014-02-11,169.0,-4.2,1021.1,0.7,0.0,1,Weekday
2014-02-11,170.0,-6.0,1022.0,0.0,0.0,1,Weekday
2014-02-11,146.0,-7.1,1022.2,0.8,0.0,1,Weekday
2014-02-11,140.0,-7.1,1022.7,1.1,0.0,1,Weekday
2014-02-11,143.0,-5.5,1023.0,1.4,0.0,1,Weekday
2014-02-12,173.0,-5.6,1023.3,0.9,0.0,2,Weekday
2014-02-12,194.0,-5.9,1023.6,1.3,0.0,2,Weekday
2014-02-12,175.0,-6.8,1024.0,1.2,0.0,2,Weekday
2014-02-12,168.0,-7.4,1024.1,1.0,0.0,2,Weekday
2014-02-12,155.0,-6.5,1024.6,1.9,0.0,2,Weekday
2014-02-12,163.0,-7.5,1025.1,0.8,0.0,2,Weekday
2014-02-12,169.0,-7.0,1026.0,1.8,0.0,2,Weekday
2014-02-12,153.0,-6.0,1027.1,1.9,0.0,2,Weekday
2014-02-12,147.0,-4.1,1027.7,1.1,0.0,2,Weekday
2014-02-12,77.0,-1.6,1028.1,1.3,0.0,2,Weekday
2014-02-12,79.0,0.7,1028.0,1.8,0.0,2,Weekday
2014-02-12,56.0,2.4,1027.6,2.4,0.0,2,Weekday
2014-02-12,26.0,3.9,1026.5,1.6,0.0,2,Weekday
2014-02-12,25.0,4.8,1025.7,1.3,0.0,2,Weekday
2014-02-12,29.0,4.2,1025.4,0.8,0.0,2,Weekday
2014-02-12,45.0,3.1,1025.4,1.8,0.0,2,Weekday
2014-02-12,97.0,2.0,1026.0,2.0,0.0,2,Weekday
2014-02-12,94.0,1.1,1026.6,2.1,0.0,2,Weekday
2014-02-12,114.0,0.1,1027.2,1.7,0.0,2,Weekday
2014-02-12,160.0,-0.9,1027.8,2.0,0.0,2,Weekday
2014-02-12,167.0,-2.6,1028.6,0.8,0.0,2,Weekday
2014-02-12,151.0,-4.3,1029.0,0.6,0.0,2,Weekday
2014-02-12,136.0,-5.0,1029.3,0.0,0.0,2,Weekday
2014-02-12,121.0,-5.7,1029.8,0.7,0.0,2,Weekday
2014-02-13,152.0,-4.7,1030.2,0.5,0.0,3,Weekday
2014-02-13,222.0,-3.8,1030.6,1.2,0.0,3,Weekday
2014-02-13,187.0,-3.7,1031.0,1.6,0.0,3,Weekday
2014-02-13,169.0,-3.7,1030.7,1.6,0.0,3,Weekday
2014-02-13,159.0,-3.6,1030.3,1.5,0.0,3,Weekday
2014-02-13,146.0,-3.3,1030.4,1.5,0.0,3,Weekday
2014-02-13,135.0,-3.1,1030.5,1.5,0.0,3,Weekday
2014-02-13,151.0,-2.8,1031.2,1.4,0.0,3,Weekday
2014-02-13,151.0,-3.3,1031.6,1.6,0.0,3,Weekday
2014-02-13,157.0,-3.4,1031.6,2.4,0.0,3,Weekday
2014-02-13,170.0,-2.9,1031.2,1.0,0.0,3,Weekday
2014-02-13,179.0,-2.5,1030.2,1.0,0.0,3,Weekday
2014-02-13,184.0,-2.2,1029.1,0.5,0.0,3,Weekday
2014-02-13,190.0,-1.7,1027.6,1.6,0.0,3,Weekday
2014-02-13,166.0,-1.3,1026.8,1.5,0.0,3,Weekday
2014-02-13,167.0,-1.2,1026.1,2.3,0.0,3,Weekday
